Parcel_No,Draw_Acres,Deed_Acres,Realkey,Ownkey,house_no,street_nam,full_add,curr_val,valchgdate,qPub_Link
M18 014,0.130465,0,4396,10281,1349,RAILROAD STREET,1349 RAILROAD STREET,5006,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+014
M18 015,0.130813,0,4397,10282,1341,RAILROAD STREET,1341 RAILROAD STREET,13871,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+015
M18 016,0.13116,0,4398,10283,0,RAILROAD STREET,0 RAILROAD STREET,1018,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+016
M18 017,0.131509,0,4399,10284,0,RAILROAD STREET,0 RAILROAD STREET,611,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+017
M18 018,0.131856,0,4400,10284,1325,RAILROAD STREET,1325 RAILROAD STREET,9780,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+018
M18 019,1.05223,0,4401,10286,0,RAILROAD STREET,0 RAILROAD STREET,5286,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+019
M18 020,0.157897,0,4402,10287,0,RAILROAD & SEVENTH,0 RAILROAD & SEVENTH,755,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+020
M18 021,0.126279,0,4403,10284,0,RAILROAD STREET,0 RAILROAD STREET,1111,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+021
M18 022,0.12628,0,4404,10284,0,RAILROAD STREET,0 RAILROAD STREET,1018,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+022
M18 023,0.126279,0,4405,15431,0,RAILROAD STREET,0 RAILROAD STREET,32012,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+023
M18 024,0.126279,0,4406,10291,0,RAILROAD STREET,0 RAILROAD STREET,611,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+024
M18 025,0.126279,0,4407,16213,0,RAILROAD STREET,0 RAILROAD STREET,1018,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+025
M18 026,0.126279,0,4408,10293,0,RAILROAD STREET,0 RAILROAD STREET,1018,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+026
M18 027,0.126278,0,4409,16213,0,RAILROAD STREET,0 RAILROAD STREET,1018,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+027
M18 028,0.126279,0,4410,16336,1365,RAILROAD STREET,1365 RAILROAD STREET,12317,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+028
M18 029,0.12628,0,4411,10296,1373,RAILROAD STREET,1373 RAILROAD STREET,13184,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+029
M18 030,0.126279,0,4412,16062,1379,RAILROAD STREET,1379 RAILROAD STREET,15088,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+030
M18 031,0.126278,0,4413,10298,0,RAILROAD STREET,0 RAILROAD STREET,1018,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+031
M18 032,0.126279,0,4414,10299,0,RAILROAD STREET,0 RAILROAD STREET,4406,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+032
M18 032A,0.126279,0,4415,10300,0,RAILROAD STREET,0 RAILROAD STREET,1018,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+032A
M18 033,0.126279,0,4416,10301,0,RAILROAD STREET,0 RAILROAD STREET,1018,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+033
M18 034,0.251665,0,4417,10302,1397,RAILROAD STREET,1397 RAILROAD STREET,24001,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+034
M18 035,3.80744,3.48,4418,8112,0,HWY 25 NORTH,0 HWY 25 NORTH,69572,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+035
M18 036,6.68509,0,4419,10304,140,EVANS DRIVE,140 EVANS DRIVE,61526,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+036
M18 036A,0.671157,0,4420,10305,0,HWY 25 NORTH,0 HWY 25 NORTH,31214,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+036A
M18 036B,0.732503,0.71,4421,10306,0,HWY 25 NORTH,0 HWY 25 NORTH,103970,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+036B
M18 036C,0.0350312,0,4422,7369,0,FRANKLIN AVENUE,0 FRANKLIN AVENUE,100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+036C
M18 036D,3.47789,4.1,5902,6900,0,HWY 25 NORTH,0 HWY 25 NORTH,109275,6/17/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+036D
M18 036E,0.659843,0.7,6038,12669,0,HWY 25 NORTH,0 HWY 25 NORTH,19900,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+036E
M18 037,0.486075,0,4423,10308,1343,HWY 25 NORTH,1343 HWY 25 NORTH,13864,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+037
M18 038,0.280677,0,4424,10309,1335,HWY 25 NORTH,1335 HWY 25 NORTH,20151,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+038
M18 039,3.9514,3.52,4425,10310,0,HWY 25 NORTH,0 HWY 25 NORTH,90960,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+039
M18 039A,2.76617,2.23,4426,10311,0,HWY 25 NORTH,0 HWY 25 NORTH,22891,7/5/2011,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+039A
M18 039B,2.71882,2.5,4427,10312,0,HWY 25 NORTH,0 HWY 25 NORTH,22891,7/5/2011,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+039B
M18 040,0.920877,0.64,4428,10313,0,HWY 25 NORTH,0 HWY 25 NORTH,41700,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+040
M18 041,0.317892,0,4429,10314,213,7TH AVENUE,213 7TH AVENUE,10392,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+041
M18 042,47.3707,46.06,4430,9562,0,HWY 25 NORTH,0 HWY 25 NORTH,2238160,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+042
M18 043,3.07735,2.62,5808,11688,1234,HWY 25 NORTH,1234 HWY 25 NORTH,275094,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+043
M18 044,0.951366,1.18,5807,11687,0,HWY 25 NORTH,0 HWY 25 NORTH,11900,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M18+044
M19 001,46.2519,33.18,4431,10316,0,HWY 25 NORTH,0 HWY 25 NORTH,67078,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M19+001
M19 001A,0.524063,0,4432,10317,0,HWY 25 NORTH,0 HWY 25 NORTH,36879,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M19+001A
M19 001B,15.2087,15,6291,13582,1309,HWY 25 NORTH,1309 HWY 25 NORTH,165810,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M19+001B
M19 001C,2.96945,3,6423,7369,0,HWY 25 NORTH,0 HWY 25 NORTH,3300,7/5/2011,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M19+001C
M19 002,3.3089,0,4433,10318,1277,HWY 25 NORTH,1277 HWY 25 NORTH,45900,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M19+002
M19 003,1.8123,0,4434,10319,1269,HWY 25 NORTH,1269 HWY 25 NORTH,55186,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M19+003
M19 004,1.3982,0,4435,15525,1261,HWY 25 NORTH,1261 HWY 25 NORTH,79940,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M19+004
M19 005,0.952182,0,4436,10321,0,HWY 25 NORTH,0 HWY 25 NORTH,52341,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M19+005
M19 005A,1.72115,0,4437,10322,0,HWY 25 NORTH,0 HWY 25 NORTH,12000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M19+005A
M19 005B,3.76862,0,4438,10323,0,HWY 25 NORTH,0 HWY 25 NORTH,9534,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M19+005B
M19 005C,8.56925,6.8,4439,10324,0,HWY 25 NORTH,0 HWY 25 NORTH,57400,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M19+005C
M19 006,3.58546,3.47,4440,15096,0,HWY 25 NORTH,0 HWY 25 NORTH,58422,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M19+006
M19 007,0.191156,0.12,4441,15097,0,HWY 25 NORTH,0 HWY 25 NORTH,3000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M19+007
M19 008,0.72856,0,4442,7369,0,7TH AVENUE,0 7TH AVENUE,100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M19+008
M19 009,6.78987,0,4443,7369,0,7TH AVENUE,0 7TH AVENUE,100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M19+009
M19 010,0.085478,0.09,6577,15146,0,HWY 25 NORTH,0 HWY 25 NORTH,270,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M19+010
M20 001,0.872558,1.03,4444,10329,0,HWY 25 NORTH,0 HWY 25 NORTH,3399,7/26/2009,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+001
M20 002,3.38878,3.2,4445,10330,0,HWY 25 NORTH,0 HWY 25 NORTH,13300,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+002
M20 003,1.1075,0,4446,10331,0,HWY 25 NORTH,0 HWY 25 NORTH,25330,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+003
M20 004,0.0948164,0,4447,9855,0,LANDRUM DRIVE/HWY 25,0 LANDRUM DRIVE/HWY 25,1,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+004
M20 005,0.366675,0.42,4448,10333,0,LANDRUM DRIVE,0 LANDRUM DRIVE,3076,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+005
M20 006,0.250347,0,4449,10334,133,LANDRUM DRIVE,133 LANDRUM DRIVE,40892,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+006
M20 007,0.0806408,0,4450,10335,0,LANDRUM DRIVE,0 LANDRUM DRIVE,525,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+007
M20 008,0.0811391,0,4451,10336,0,LANDRUM DRIVE,0 LANDRUM DRIVE,10309,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+008
M20 009,0.0814263,0,4452,10337,0,LANDRUM DRIVE,0 LANDRUM DRIVE,875,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+009
M20 010,3.1268,0,4453,10338,0,LANDRUM DRIVE,0 LANDRUM DRIVE,38696,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+010
M20 011,0.37638,0,4454,10339,0,LANDRUM DRIVE,0 LANDRUM DRIVE,2018,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+011
M20 012,0.0961799,0,4455,16476,0,LANDRUM DRIVE,0 LANDRUM DRIVE,1247,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+012
M20 013,0.113614,0,4456,10341,0,LANDRUM DRIVE,0 LANDRUM DRIVE,780,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+013
M20 014,0.113268,0,4457,10342,148,LANDRUM DRIVE,148 LANDRUM DRIVE,36038,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+014
M20 015,0.307988,0.29,4458,10343,138,LANDRUM DRIVE,138 LANDRUM DRIVE,36840,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+015
M20 016,0.219124,0,4459,10344,0,LANDRUM DRIVE,0 LANDRUM DRIVE,2450,7/26/2009,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+016
M20 017,1.86471,1.61,4460,13484,0,HWY 25 NORTH,0 HWY 25 NORTH,238970,7/8/2013,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+017
M20 018,0.0780894,0.02,4461,7960,0,HWY 25 NORTH,0 HWY 25 NORTH,420,9/20/2006,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+018
M20 019,0.109275,0,4462,9825,0,HWY 25 NORTH,0 HWY 25 NORTH,1462,7/24/2012,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+019
M20 020,0.224977,0,4463,10348,0,HWY 25 NORTH,0 HWY 25 NORTH,1992,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+020
M20 021,1.12786,0,4464,14833,0,HWY 25 NORTH,0 HWY 25 NORTH,14404,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+021
M20 022,1.76265,1.82,4465,16067,0,MLKJ AVE/HWY 25,0 MLKJ AVE/HWY 25,63379,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+022
M20 022A,0.342846,0,4466,10351,135,MLKJ AVENUE,135 MLKJ AVENUE,25847,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+022A
M20 022B,0.241464,0,4467,10352,0,MLKJ AVENUE,0 MLKJ AVENUE,2765,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+022B
M20 023,0.856541,0,4468,10353,0,MLKJ AVENUE,0 MLKJ AVENUE,1,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+023
M20 024,1.03573,0,4469,10354,1012,SCHOOL DRIVE,1012 SCHOOL DRIVE,7260,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+024
M20 024A,0.184486,0,4470,10355,1006,SCHOOL DRIVE,1006 SCHOOL DRIVE,13508,6/17/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+024A
M20 025,0.693986,0,4471,9825,0,HWY 25 NORTH,0 HWY 25 NORTH,3710,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+025
M20 026,0.937198,0,4472,10357,1024,SCHOOL DRIVE,1024 SCHOOL DRIVE,13466,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+026
M20 027,0.217194,0,4473,7369,0,MCCOMB DRIVE,0 MCCOMB DRIVE,100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+027
M20 028,0.269161,0,4474,10359,0,MCCOMB DRIVE,0 MCCOMB DRIVE,2000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+028
M20 029,0.512316,0,4475,10360,213,MCCOMB DRIVE,213 MCCOMB DRIVE,23599,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+029
M20 029A,0.266906,0,4476,10361,0,MCCOMB DRIVE,0 MCCOMB DRIVE,1200,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+029A
M20 030,0.275628,0,4477,10362,0,MCCOMB DRIVE,0 MCCOMB DRIVE,8097,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+030
M20 031,0.355066,0,4478,10363,311,MCCOMB DRIVE,311 MCCOMB DRIVE,13900,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+031
M20 031A,2.33897,0,4479,7369,0,,0,100,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+031A
M20 032,0.364784,0,4480,10365,0,MCCOMB ST/MLKJ AVE,0 MCCOMB ST/MLKJ AVE,1604,6/14/2004,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+032
M20 032A,0.191425,0,4481,10366,0,MLKJ AVENUE,0 MLKJ AVENUE,1,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+032A
M20 033,1.02814,0.93,4482,10367,323,MLKJ AVENUE,323 MLKJ AVENUE,164004,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+033
M20 034,0.221223,0,4483,10368,405,MLKJ AVENUE,405 MLKJ AVENUE,60010,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+034
M20 035,0.227583,0,4484,10369,413,MLKJ AVENUE,413 MLKJ AVENUE,9420,7/2/2008,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+035
M20 036,0.250986,0,4485,10370,421,MLKJ AVENUE,421 MLKJ AVENUE,27652,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+036
M20 036B,0.644062,0.62,4486,10371,436,MCCOMB DRIVE,436 MCCOMB DRIVE,103240,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+036B
M20 036C,0.335571,0.25,4487,10372,441,MLKJ AVENUE,441 MLKJ AVENUE,18712,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+036C
M20 036D,0.059632,0.06,6430,10659,0,MLKJ AVENUE,0 MLKJ AVENUE,8284,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+036D
M20 037,0.250374,0,4488,16391,501,MLKJ AVENUE,501 MLKJ AVENUE,2000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+037
M20 037A,0.857853,0,4489,10374,447,MLKJ AVENUE,447 MLKJ AVENUE,3034,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+037A
M20 037B,0.493438,0,4490,10375,449,MLKJ AVENUE,449 MLKJ AVENUE,8027,6/28/2013,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+037B
M20 037D,0.254553,0,4491,10376,0,MLKJ AVENUE,0 MLKJ AVENUE,2000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+037D
M20 037E,0.256265,0,4492,10377,531,MLKJ AVENUE,531 MLKJ AVENUE,4940,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+037E
M20 037F,0.253688,0,4493,10378,515,MLKJ AVENUE,515 MLKJ AVENUE,2000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+037F
M20 037G,0.252672,0,4494,10379,0,MLKJ AVENUE,0 MLKJ AVENUE,2000,5/3/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+037G
M20 037H,0.251524,0,4495,10659,505,MLKJ AVENUE,505 MLKJ AVENUE,8671,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+037H
M20 037I,0.255409,0,4496,10376,0,MLKJ AVENUE,0 MLKJ AVENUE,2000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+037I
M20 038,12.2157,0,4497,9855,0,JOSH COURT,0 JOSH COURT,1,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+038
M20 039,21.4911,0,4498,9855,0,LANDRUM DRIVE,0 LANDRUM DRIVE,1,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+039
M20 040,53.08,56.84,4499,10384,0,MCCOMB DRIVE,0 MCCOMB DRIVE,62524,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+040
M20 041,0.431606,0,4500,10385,427,MCCOMB DRIVE,427 MCCOMB DRIVE,36307,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+041
M20 042,0.391842,0,4501,10386,419,MCCOMB DRIVE,419 MCCOMB DRIVE,48072,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+042
M20 043,0.34618,0,4502,10387,409,MCCOMB DRIVE,409 MCCOMB DRIVE,30714,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+043
M20 044,0.27299,0,4503,10388,401,MCCOMB DRIVE,401 MCCOMB DRIVE,29930,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+044
M20 045,0.343754,0,4504,10389,339,MCCOMB DRIVE,339 MCCOMB DRIVE,75298,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+045
M20 046,0.358647,0,4505,10390,329,MCCOMB DRIVE,329 MCCOMB DRIVE,33850,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+046
M20 047,0.374424,0,4506,10391,321,MCCOMB DRIVE,321 MCCOMB DRIVE,31506,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+047
M20 048,0.257122,0,4507,10392,537,MLKJ AVENUE,537 MLKJ AVENUE,5915,8/19/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+048
M20 049,0.205792,0,4508,10393,213,MLKJ AVENUE,213 MLKJ AVENUE,49431,8/7/2007,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+049
M20 050,0.322563,0,4962,10847,0,JOSH DRIVE,0 JOSH DRIVE,10621,6/17/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+050
M20 051,0.414914,0,4959,10844,0,MAE COURT,0 MAE COURT,11949,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+051
M20 052,0.374363,0,4956,10841,410,MAE COURT,410 MAE COURT,23062,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+052
M20 053,0.42392,0,4957,10842,0,MAE COURT,0 MAE COURT,2000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+053
M20 054,0.619034,0,4954,10659,402,MAE COURT,402 MAE COURT,8670,6/17/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+054
M20 055,0.414725,0,4955,10659,0,JOSH DRIVE,0 JOSH DRIVE,2000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+055
M20 056,0.510526,0,4966,10851,407,MAE COURT,407 MAE COURT,28906,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+056
M20 057,0.533667,0,4967,10852,408,MAE COURT,408 MAE COURT,1200,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+057
M20 058,1.14052,1.03,4968,10853,508,JOSH COURT,508 JOSH COURT,32836,6/17/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+058
M20 058A,0.937404,0.94,5211,11096,504,JOSH COURT,504 JOSH COURT,11469,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+058A
M20 059,0.266055,0,4969,10854,0,JOSH COURT,0 JOSH COURT,4949,6/28/2013,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+059
M20 060,0.450345,0,4965,10850,1138,JEANETTE DRIVE,1138 JEANETTE DRIVE,2000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+060
M20 061,0.500327,0,4953,10838,1136,JEANETTE DRIVE,1136 JEANETTE DRIVE,7679,7/24/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+061
M20 062,0.941267,0,4944,10829,507,JOSH COURT,507 JOSH COURT,21146,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+062
M20 063,0.827783,0,4952,10837,0,MAE COURT,0 MAE COURT,2000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+063
M20 064,0.435185,0,4946,10831,0,JEANETTE DRIVE,0 JEANETTE DRIVE,2000,4/21/2000,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+064
M20 065,0.541565,0,4950,10527,0,JENNIFER LANE,0 JENNIFER LANE,3000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+065
M20 066,0.506578,0,4961,10846,505,JENNIFER LANE,505 JENNIFER LANE,10200,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+066
M20 067,0.330018,0,4958,10843,506,MAE COURT,506 MAE COURT,9749,6/17/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+067
M20 068,0.334489,0,4951,10659,0,JENNIFER LANE,0 JENNIFER LANE,2000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+068
M20 069,0.340147,0,4960,10845,526,JENNIFER LANE,526 JENNIFER LANE,6448,6/17/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+069
M20 070,0.370211,0,4949,10834,606,JENNIFER LANE,606 JENNIFER LANE,18634,6/17/2015,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+070
M20 071,0.260358,0,4948,10833,610,JENNIFER LANE,610 JENNIFER LANE,18639,10/29/2014,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+071
M20 072,0.300475,0,4947,10832,557,MLKJ AVENUE,557 MLKJ AVENUE,2000,12/30/1999,http://qpublic7.qpublic.net/ga_display.php?county=ga_jenkins&KEY=M20+072
